Airline,Travel_date,From,To,Departure_time,Arrival_time,Duration_minutes,Stops,Price
IndiGo,11/01/2023,Goa,Ahmedabad,23:45,09:05,560,1.0, 15919
IndiGo,11/01/2023,Goa,Ahmedabad,12:05,18:55,410,1.0, 15950
IndiGo,11/01/2023,Goa,Ahmedabad,08:45,15:40,415,1.0, 16423
IndiGo,11/01/2023,Goa,Ahmedabad,13:00,22:50,590,1.0, 16423
IndiGo,11/01/2023,Goa,Ahmedabad,17:55,22:50,295,1.0, 16587
IndiGo,11/01/2023,Goa,Ahmedabad,13:05,21:40,515,1.0, 17672
IndiGo,11/01/2023,Goa,Ahmedabad,14:35,23:20,525,1.0, 17801
IndiGo,11/01/2023,Goa,Ahmedabad,16:30,21:40,310,1.0, 18197
IndiGo,11/01/2023,Goa,Ahmedabad,15:05,23:20,495,1.0, 19481
IndiGo,11/01/2023,Goa,Ahmedabad,11:25,21:40,615,1.0, 20438
IndiGo,11/01/2023,Goa,Ahmedabad,20:25,06:20,595,1.0, 31654
SpiceJet,11/01/2023,Goa,Tirupati,18:40,19:40,1500,1.0, 7349
SpiceJet,11/01/2023,Goa,Tirupati,18:40,20:35,1555,1.0, 7349
IndiGo,11/01/2023,Goa,Tirupati,08:45,19:30,645,1.0, 5444
IndiGo,11/01/2023,Goa,Tirupati,14:25,19:30,305,1.0, 7923
SpiceJet,11/01/2023,Goa,Tirupati,18:40,07:20,760,1.0, 8765
SpiceJet,11/01/2023,Goa,Tirupati,07:30,07:20,1430,1.0, 9289
Air India,11/01/2023,Goa,Tirupati,23:10,13:55,885,2.0, 9502
IndiGo,11/01/2023,Goa,Tirupati,13:00,19:30,390,1.0, 9598
IndiGo,11/01/2023,Goa,Tirupati,08:45,19:30,645,1.0, 9598
IndiGo,11/01/2023,Goa,Tirupati,00:50,07:30,400,1.0, 9928
"Alliance Air, IndiGo",11/01/2023,Goa,Tirupati,13:15,19:30,375,1.0, 9986
IndiGo,11/01/2023,Goa,Tirupati,07:35,14:05,390,1.0, 10129
IndiGo,11/01/2023,Goa,Tirupati,08:45,14:05,320,1.0, 10228
"IndiGo, Air India",11/01/2023,Goa,Tirupati,08:45,13:55,310,1.0, 10453
"AirAsia, IndiGo",11/01/2023,Goa,Tirupati,07:15,19:30,735,2.0, 11642
IndiGo,11/01/2023,Goa,Tirupati,07:35,17:10,575,1.0, 11914
"Go First, IndiGo",11/01/2023,Goa,Tirupati,10:35,17:10,395,1.0, 11919
IndiGo,11/01/2023,Goa,Tirupati,13:00,17:10,250,1.0, 12013
IndiGo,11/01/2023,Goa,Tirupati,08:45,17:10,505,1.0, 12013
IndiGo,11/01/2023,Goa,Tirupati,22:05,07:30,565,1.0, 12334
Akasa Air,11/01/2023,Goa,Bengaluru,20:05,21:30,85,0.0, 2774
Akasa Air,11/01/2023,Goa,Bengaluru,22:25,23:30,65,0.0, 2774
Go First,11/01/2023,Goa,Bengaluru,14:10,15:25,75,0.0, 2775
AirAsia,11/01/2023,Goa,Bengaluru,05:55,07:05,70,0.0, 2801
Alliance Air,11/01/2023,Goa,Bengaluru,00:25,01:50,85,0.0, 3304
Go First,11/01/2023,Goa,Bengaluru,14:00,15:10,70,0.0, 3349
Air India,11/01/2023,Goa,Bengaluru,04:20,05:35,75,0.0, 3522
IndiGo,11/01/2023,Goa,Bengaluru,21:40,23:00,80,0.0, 3812
IndiGo,11/01/2023,Goa,Bengaluru,23:40,00:55,75,0.0, 4144
IndiGo,11/01/2023,Goa,Bengaluru,08:05,09:25,80,0.0, 4564
IndiGo,11/01/2023,Goa,Bengaluru,12:05,13:30,85,0.0, 4652
AirAsia,11/01/2023,Goa,Bengaluru,07:15,08:20,65,0.0, 4879
Vistara,11/01/2023,Goa,Bengaluru,14:40,15:55,75,0.0, 4879
AirAsia,11/01/2023,Goa,Bengaluru,19:50,23:15,205,1.0, 4879
AirAsia,11/01/2023,Goa,Bengaluru,14:45,16:00,75,0.0, 5719
AirAsia,11/01/2023,Goa,Bengaluru,19:15,23:15,240,1.0, 6527
IndiGo,11/01/2023,Goa,Bengaluru,14:35,15:50,75,0.0, 7568
IndiGo,11/01/2023,Goa,Bengaluru,08:45,13:00,255,1.0, 9178
IndiGo,11/01/2023,Goa,Bengaluru,15:05,16:15,70,0.0, 9184
Vistara,11/01/2023,Goa,Bengaluru,13:20,19:15,355,1.0, 9888
Air India,11/01/2023,Goa,Bengaluru,15:25,20:30,305,1.0, 9888
AirAsia,11/01/2023,Goa,Mumbai,01:00,02:20,80,0.0, 2600
AirAsia,11/01/2023,Goa,Mumbai,02:55,04:00,65,0.0, 2600
AirAsia,11/01/2023,Goa,Mumbai,05:45,06:55,70,0.0, 2600
Akasa Air,11/01/2023,Goa,Mumbai,11:50,13:15,85,0.0, 2640
Vistara,11/01/2023,Goa,Mumbai,00:40,02:00,80,0.0, 3021
IndiGo,11/01/2023,Goa,Mumbai,23:45,01:00,75,0.0, 3619
Go First,11/01/2023,Goa,Mumbai,06:40,08:00,80,0.0, 3707
Go First,11/01/2023,Goa,Mumbai,23:55,01:20,85,0.0, 3707
SpiceJet,11/01/2023,Goa,Mumbai,22:50,23:50,60,0.0, 3840
Air India,11/01/2023,Goa,Mumbai,06:50,08:10,80,0.0, 4144
Air India,11/01/2023,Goa,Mumbai,23:10,00:20,70,0.0, 4144
Alliance Air,11/01/2023,Goa,Mumbai,21:00,22:30,90,0.0, 4669
SpiceJet,11/01/2023,Goa,Mumbai,13:05,14:20,75,0.0, 4784
IndiGo,11/01/2023,Goa,Mumbai,06:45,07:55,70,0.0, 4879
Vistara,11/01/2023,Goa,Mumbai,22:45,00:15,90,0.0, 4879
SpiceJet,11/01/2023,Goa,Mumbai,17:05,18:20,75,0.0, 5310
SpiceJet,11/01/2023,Goa,New Delhi,22:50,09:30,640,1.0, 7336
AirAsia,11/01/2023,Goa,New Delhi,23:05,01:45,160,0.0, 8869
AirAsia,11/01/2023,Goa,New Delhi,07:15,14:20,425,1.0, 8901
AirAsia,11/01/2023,Goa,New Delhi,05:55,14:20,505,1.0, 8901
IndiGo,11/01/2023,Goa,New Delhi,22:30,01:00,150,0.0, 9027
SpiceJet,11/01/2023,Goa,New Delhi,01:20,07:50,390,1.0, 9286
AirAsia,11/01/2023,Goa,New Delhi,18:05,22:15,250,1.0, 9395
IndiGo,11/01/2023,Goa,New Delhi,13:10,15:40,150,0.0, 9447
IndiGo,11/01/2023,Goa,New Delhi,14:15,16:45,150,0.0, 9447
SpiceJet,11/01/2023,Goa,New Delhi,19:55,22:35,160,0.0, 9641
Air India,11/01/2023,Goa,New Delhi,01:15,03:50,155,0.0, 9709
AirAsia,11/01/2023,Goa,New Delhi,18:05,00:35,390,1.0, 9709
IndiGo,11/01/2023,Goa,New Delhi,02:10,09:20,430,1.0, 9733
IndiGo,11/01/2023,Goa,New Delhi,19:40,22:20,160,0.0, 9867
IndiGo,11/01/2023,Goa,New Delhi,10:35,13:10,155,0.0, 9902
IndiGo,11/01/2023,Goa,New Delhi,20:55,23:30,155,0.0, 9902
Go First,11/01/2023,Goa,New Delhi,00:35,03:00,145,0.0, 9921
IndiGo,11/01/2023,Goa,New Delhi,23:40,07:15,455,1.0, 9941
SpiceJet,11/01/2023,Goa,New Delhi,20:55,23:50,175,0.0, 10481
IndiGo,11/01/2023,Goa,New Delhi,07:30,09:55,145,0.0, 10637
AirAsia,11/01/2023,Goa,New Delhi,08:10,10:45,155,0.0, 10759
AirAsia,11/01/2023,Goa,New Delhi,16:35,19:10,155,0.0, 10759
Go First,11/01/2023,Goa,New Delhi,17:05,23:30,385,1.0, 10768
Vistara,11/01/2023,Goa,New Delhi,21:55,00:40,165,0.0, 10864
SpiceJet,11/01/2023,Goa,New Delhi,13:55,19:50,355,1.0, 11022
Air India,11/01/2023,Goa,New Delhi,14:05,16:40,155,0.0, 11599
"AirAsia, IndiGo",11/01/2023,Goa,New Delhi,19:15,01:10,355,1.0, 11769
IndiGo,11/01/2023,Goa,New Delhi,15:20,17:50,150,0.0, 13699
Vistara,11/01/2023,Goa,New Delhi,14:25,17:05,160,0.0, 14014
SpiceJet,11/01/2023,Goa,New Delhi,15:25,18:05,160,0.0, 14261
SpiceJet,11/01/2023,Ahmedabad,Goa,23:00,00:45,105,0.0, 3998
IndiGo,11/01/2023,Ahmedabad,Goa,20:55,22:45,110,0.0, 3999
Go First,11/01/2023,Ahmedabad,Goa,18:55,20:35,100,0.0, 4000
Go First,11/01/2023,Ahmedabad,Goa,08:55,23:25,870,1.0, 4387
Go First,11/01/2023,Ahmedabad,Goa,05:45,17:45,720,1.0, 4394
IndiGo,11/01/2023,Ahmedabad,Goa,15:15,16:55,100,0.0, 4524
Air India,11/01/2023,Ahmedabad,Goa,20:40,06:20,580,1.0, 5118
IndiGo,11/01/2023,Ahmedabad,Goa,05:35,07:15,100,0.0, 5299
IndiGo,11/01/2023,Ahmedabad,Goa,17:30,23:10,340,1.0, 5299
IndiGo,11/01/2023,Ahmedabad,Tirupati,10:30,16:20,350,1.0, 7720
SpiceJet,11/01/2023,Ahmedabad,Tirupati,06:00,20:00,840,1.0, 9414
Air India,11/01/2023,Ahmedabad,Tirupati,20:40,13:55,1035,2.0, 9580
IndiGo,11/01/2023,Ahmedabad,Tirupati,23:50,10:55,665,1.0, 9675
IndiGo,11/01/2023,Ahmedabad,Tirupati,07:50,14:05,375,1.0, 9683
IndiGo,11/01/2023,Ahmedabad,Tirupati,05:30,14:05,515,1.0, 9683
IndiGo,11/01/2023,Ahmedabad,Tirupati,04:40,11:50,430,1.0, 11616
IndiGo,11/01/2023,Ahmedabad,Tirupati,07:50,17:10,560,1.0, 12993
IndiGo,11/01/2023,Ahmedabad,Tirupati,23:25,07:30,485,1.0, 13143
Air India,11/01/2023,Ahmedabad,Tirupati,10:40,13:55,1635,3.0, 19206
Air India,11/01/2023,Ahmedabad,Tirupati,21:30,13:55,985,2.0, 20707
Air India,11/01/2023,Ahmedabad,Tirupati,21:30,13:55,985,2.0, 22912
Go First,11/01/2023,Ahmedabad,Bengaluru,21:10,07:25,615,1.0, 3497
Akasa Air,11/01/2023,Ahmedabad,Bengaluru,17:35,19:45,130,0.0, 5853
Akasa Air,11/01/2023,Ahmedabad,Bengaluru,21:35,23:35,120,0.0, 5853
Go First,11/01/2023,Ahmedabad,Bengaluru,05:00,10:10,310,1.0, 5874
Go First,11/01/2023,Ahmedabad,Bengaluru,09:25,11:25,120,0.0, 5897
Go First,11/01/2023,Ahmedabad,Bengaluru,21:10,23:25,135,0.0, 5897
IndiGo,11/01/2023,Ahmedabad,Bengaluru,04:40,06:45,125,0.0, 5899
IndiGo,11/01/2023,Ahmedabad,Bengaluru,23:50,02:05,135,0.0, 5899
IndiGo,11/01/2023,Ahmedabad,Bengaluru,04:30,09:35,305,1.0, 6380
IndiGo,11/01/2023,Ahmedabad,Bengaluru,19:25,21:45,140,0.0, 6500
IndiGo,11/01/2023,Ahmedabad,Bengaluru,08:45,13:45,300,1.0, 6829
IndiGo,11/01/2023,Ahmedabad,Bengaluru,09:00,11:15,135,0.0, 6899
IndiGo,11/01/2023,Ahmedabad,Bengaluru,08:55,13:55,300,1.0, 6925
Go First,11/01/2023,Ahmedabad,Mumbai,05:45,06:50,65,0.0, 2000
Go First,11/01/2023,Ahmedabad,Mumbai,08:55,10:15,80,0.0, 2000
Go First,11/01/2023,Ahmedabad,Mumbai,20:10,21:25,75,0.0, 2000
Go First,11/01/2023,Ahmedabad,Mumbai,21:10,22:30,80,0.0, 2000
Akasa Air,11/01/2023,Ahmedabad,Mumbai,07:35,08:55,80,0.0, 2021
IndiGo,11/01/2023,Ahmedabad,Mumbai,08:45,10:05,80,0.0, 2234
IndiGo,11/01/2023,Ahmedabad,Mumbai,04:30,05:50,80,0.0, 2415
IndiGo,11/01/2023,Ahmedabad,Mumbai,18:35,20:00,85,0.0, 2535
IndiGo,11/01/2023,Ahmedabad,Mumbai,17:30,18:40,70,0.0, 2730
Akasa Air,11/01/2023,Ahmedabad,Mumbai,16:05,17:25,80,0.0, 2738
IndiGo,11/01/2023,Ahmedabad,Mumbai,06:40,07:55,75,0.0, 3150
IndiGo,11/01/2023,Ahmedabad,Mumbai,09:45,10:55,70,0.0, 3304
IndiGo,11/01/2023,Ahmedabad,Mumbai,22:20,23:35,75,0.0, 4135
Vistara,11/01/2023,Ahmedabad,Mumbai,05:05,06:15,70,0.0, 4222
Air India,11/01/2023,Ahmedabad,Mumbai,20:40,22:05,85,0.0, 4222
Vistara,11/01/2023,Ahmedabad,Mumbai,08:25,09:40,75,0.0, 4747
Air India,11/01/2023,Ahmedabad,Mumbai,10:40,20:15,575,2.0, 10691
Vistara,11/01/2023,Ahmedabad,Mumbai,17:15,18:45,90,0.0, 10837
Vistara,11/01/2023,Ahmedabad,Mumbai,06:45,11:35,290,1.0, 12937
Akasa Air,11/01/2023,Ahmedabad,New Delhi,09:15,11:00,105,0.0, 2936
SpiceJet,11/01/2023,Ahmedabad,New Delhi,06:10,07:50,100,0.0, 3388
Air India,11/01/2023,Ahmedabad,New Delhi,10:40,15:10,270,1.0, 3761
IndiGo,11/01/2023,Ahmedabad,New Delhi,05:55,07:40,105,0.0, 3999
Go First,11/01/2023,Ahmedabad,New Delhi,23:15,00:50,95,0.0, 4001
Air India,11/01/2023,Ahmedabad,New Delhi,07:55,09:25,90,0.0, 4506
Go First,11/01/2023,Ahmedabad,New Delhi,19:35,21:15,100,0.0, 4642
Alliance Air,11/01/2023,Ahmedabad,New Delhi,16:50,19:55,185,1.0, 4642
IndiGo,11/01/2023,Ahmedabad,New Delhi,07:05,08:35,90,0.0, 4899
SpiceJet,11/01/2023,Ahmedabad,New Delhi,22:05,10:30,745,1.0, 4943
Go First,11/01/2023,Ahmedabad,New Delhi,08:30,10:05,95,0.0, 5043
SpiceJet,11/01/2023,Ahmedabad,New Delhi,16:15,10:30,1095,1.0, 5220
IndiGo,11/01/2023,Ahmedabad,New Delhi,15:25,22:55,450,1.0, 5437
IndiGo,11/01/2023,Ahmedabad,New Delhi,15:40,17:05,85,0.0, 5999
Vistara,11/01/2023,Ahmedabad,New Delhi,06:45,07:55,70,0.0, 6007
Go First,11/01/2023,Ahmedabad,New Delhi,05:00,14:30,570,1.0, 6270
Vistara,11/01/2023,Ahmedabad,New Delhi,08:40,10:20,100,0.0, 8212
Vistara,11/01/2023,Ahmedabad,New Delhi,15:35,17:10,95,0.0, 8212
IndiGo,11/01/2023,Ahmedabad,New Delhi,21:00,22:30,90,0.0, 8464
IndiGo,11/01/2023,Ahmedabad,New Delhi,22:35,00:05,90,0.0, 8464
IndiGo,11/01/2023,Ahmedabad,New Delhi,15:55,20:50,295,1.0, 9209
Air India,11/01/2023,Ahmedabad,New Delhi,21:30,23:10,100,0.0, 9441
IndiGo,11/01/2023,Ahmedabad,New Delhi,19:40,21:10,90,0.0, 9899
IndiGo,11/01/2023,Ahmedabad,New Delhi,09:35,14:20,285,1.0, 10364
IndiGo,11/01/2023,Ahmedabad,New Delhi,18:05,19:50,105,0.0, 10899
Vistara,11/01/2023,Ahmedabad,New Delhi,20:30,22:00,90,0.0, 18069
IndiGo,11/01/2023,Tirupati,Goa,14:45,00:20,575,1.0, 5157
IndiGo,11/01/2023,Tirupati,Goa,14:45,21:35,410,1.0, 5538
IndiGo,11/01/2023,Tirupati,Goa,12:30,21:35,545,1.0, 5538
IndiGo,11/01/2023,Tirupati,Goa,12:30,17:20,290,1.0, 6399
IndiGo,11/01/2023,Tirupati,Goa,20:05,00:20,255,1.0, 6884
"IndiGo, Go First",11/01/2023,Tirupati,Goa,07:50,23:25,935,2.0, 7664
SpiceJet,11/01/2023,Tirupati,Goa,20:55,18:10,1275,1.0, 7901
IndiGo,11/01/2023,Tirupati,Goa,21:00,07:00,600,1.0, 7979
"SpiceJet, Go First",11/01/2023,Tirupati,Goa,07:40,17:45,605,1.0, 8036
SpiceJet,11/01/2023,Tirupati,Goa,20:55,07:10,615,1.0, 8321
"IndiGo, Vistara",11/01/2023,Tirupati,Goa,07:50,22:10,860,2.0, 9008
Air India,11/01/2023,Tirupati,Goa,14:30,00:40,610,2.0, 10391
"SpiceJet, Go First",11/01/2023,Tirupati,Goa,07:40,12:45,305,1.0, 10398
IndiGo,11/01/2023,Tirupati,Goa,16:40,21:10,270,1.0, 10498
IndiGo,11/01/2023,Tirupati,Goa,16:40,23:05,385,1.0, 11396
Air India,11/01/2023,Tirupati,Goa,14:30,06:20,950,2.0, 16478
"IndiGo, Go First",11/01/2023,Tirupati,Ahmedabad,07:50,23:50,960,2.0, 7169
"SpiceJet, Go First",11/01/2023,Tirupati,Ahmedabad,07:40,18:25,645,1.0, 7719
SpiceJet,11/01/2023,Tirupati,Ahmedabad,16:10,15:45,1415,1.0, 8666
IndiGo,11/01/2023,Tirupati,Ahmedabad,21:00,07:15,615,1.0, 8698
IndiGo,11/01/2023,Tirupati,Ahmedabad,12:30,18:10,340,1.0, 9274
"SpiceJet, Akasa Air",11/01/2023,Tirupati,Ahmedabad,07:40,15:25,465,1.0, 9367
SpiceJet,11/01/2023,Tirupati,Ahmedabad,16:10,21:35,325,1.0, 10913
"IndiGo, Go First",11/01/2023,Tirupati,Ahmedabad,16:40,00:40,480,2.0, 12836
Air India,11/01/2023,Tirupati,Ahmedabad,14:30,10:10,1180,2.0, 14360
IndiGo,11/01/2023,Tirupati,Ahmedabad,16:40,03:45,665,1.0, 15101
IndiGo,11/01/2023,Tirupati,Ahmedabad,14:45,22:50,485,1.0, 15533
IndiGo,11/01/2023,Tirupati,Ahmedabad,12:30,22:50,620,1.0, 15533
IndiGo,11/01/2023,Tirupati,Ahmedabad,07:50,21:40,830,2.0, 17969
IndiGo,11/01/2023,Tirupati,Ahmedabad,16:40,23:20,400,1.0, 18701
Air India,11/01/2023,Tirupati,Ahmedabad,14:30,14:10,1420,3.0, 19628
Air India,11/01/2023,Tirupati,Ahmedabad,14:30,06:55,985,2.0, 29467
Air India,11/01/2023,Tirupati,Ahmedabad,14:30,06:55,985,2.0, 33352
Star Air,11/01/2023,Tirupati,Bengaluru,11:55,14:30,155,1.0, 7969
IndiGo,11/01/2023,Tirupati,Bengaluru,16:40,17:40,60,0.0, 8404
IndiGo,11/01/2023,Tirupati,Bengaluru,15:35,16:35,60,0.0, 5517
Air India,11/01/2023,Tirupati,Bengaluru,14:30,08:55,1105,2.0, 17392
Air India,11/01/2023,Tirupati,Bengaluru,14:30,10:55,1225,2.0, 17392
IndiGo,11/01/2023,Tirupati,Mumbai,07:50,17:05,555,1.0, 5270
IndiGo,11/01/2023,Tirupati,Mumbai,21:00,05:55,535,1.0, 5270
IndiGo,11/01/2023,Tirupati,Mumbai,20:05,05:55,590,1.0, 5270
SpiceJet,11/01/2023,Tirupati,Mumbai,07:40,09:25,105,0.0, 5820
IndiGo,11/01/2023,Tirupati,Mumbai,16:40,23:25,405,1.0, 6731
IndiGo,11/01/2023,Tirupati,Mumbai,16:40,21:15,275,1.0, 10937
IndiGo,11/01/2023,Tirupati,Mumbai,16:40,00:50,490,1.0, 11737
IndiGo,11/01/2023,Tirupati,Mumbai,12:30,16:55,265,1.0, 12156
IndiGo,11/01/2023,Tirupati,Mumbai,20:05,00:15,250,1.0, 14273
IndiGo,11/01/2023,Tirupati,Mumbai,14:45,00:15,570,1.0, 14378
IndiGo,11/01/2023,Tirupati,Mumbai,12:30,19:45,435,1.0, 17191
Air India,11/01/2023,Tirupati,Mumbai,14:30,09:15,1125,2.0, 19943
IndiGo,11/01/2023,Tirupati,Mumbai,14:45,19:45,300,1.0, 20206
IndiGo,11/01/2023,Tirupati,New Delhi,12:30,18:55,385,1.0, 7324
SpiceJet,11/01/2023,Tirupati,New Delhi,20:55,21:50,1495,1.0, 7624
IndiGo,11/01/2023,Tirupati,New Delhi,16:40,01:00,500,1.0, 8955
SpiceJet,11/01/2023,Tirupati,New Delhi,16:10,06:10,840,1.0, 9276
Air India,11/01/2023,Tirupati,New Delhi,14:30,18:45,255,1.0, 9338
IndiGo,11/01/2023,Tirupati,New Delhi,14:45,18:55,250,1.0, 9700
"Air India, IndiGo",11/01/2023,Tirupati,New Delhi,14:30,00:05,575,1.0, 9825
IndiGo,11/01/2023,Tirupati,New Delhi,14:45,00:05,560,1.0, 10073
IndiGo,11/01/2023,Tirupati,New Delhi,20:05,01:10,305,1.0, 10126
"Alliance Air, IndiGo",11/01/2023,Tirupati,New Delhi,08:10,00:05,955,1.0, 10560
SpiceJet,11/01/2023,Tirupati,New Delhi,07:40,09:30,1550,1.0, 11190
IndiGo,11/01/2023,Tirupati,New Delhi,14:45,20:40,355,1.0, 11438
"Alliance Air, IndiGo",11/01/2023,Tirupati,New Delhi,08:10,14:15,365,1.0, 11925
SpiceJet,11/01/2023,Tirupati,New Delhi,07:40,23:40,960,1.0, 12194
IndiGo,11/01/2023,Tirupati,New Delhi,21:00,07:30,630,1.0, 12646
"Air India, Vistara",11/01/2023,Tirupati,New Delhi,14:30,19:55,325,1.0, 13396
IndiGo,11/01/2023,Tirupati,New Delhi,16:40,22:10,330,1.0, 16616
Alliance Air,11/01/2023,Bengaluru,Goa,22:30,23:55,85,0.0, 2749
Akasa Air,11/01/2023,Bengaluru,Goa,10:00,11:10,70,0.0, 2795
Akasa Air,11/01/2023,Bengaluru,Goa,20:35,21:50,75,0.0, 2795
IndiGo,11/01/2023,Bengaluru,Goa,19:50,21:10,80,0.0, 2796
Go First,11/01/2023,Bengaluru,Goa,08:45,09:55,70,0.0, 2797
AirAsia,11/01/2023,Bengaluru,Goa,04:10,05:25,75,0.0, 2800
AirAsia,11/01/2023,Bengaluru,Goa,05:30,06:45,75,0.0, 2800
AirAsia,11/01/2023,Bengaluru,Goa,13:00,14:15,75,0.0, 2800
IndiGo,11/01/2023,Bengaluru,Goa,06:15,07:35,80,0.0, 2918
Vistara,11/01/2023,Bengaluru,Goa,12:50,14:05,75,0.0, 3694
IndiGo,11/01/2023,Bengaluru,Goa,21:55,23:05,70,0.0, 3694
Go First,11/01/2023,Bengaluru,Goa,15:50,17:10,80,0.0, 3746
IndiGo,11/01/2023,Bengaluru,Goa,10:10,11:25,75,0.0, 3812
IndiGo,11/01/2023,Bengaluru,Goa,12:45,14:05,80,0.0, 5912
AirAsia,11/01/2023,Bengaluru,Goa,12:55,18:45,350,1.0, 6067
IndiGo,11/01/2023,Bengaluru,Goa,13:05,14:35,90,0.0, 6634
Vistara,11/01/2023,Bengaluru,Goa,19:55,00:05,250,1.0, 6697
"Akasa Air, Go First",11/01/2023,Bengaluru,Ahmedabad,10:15,18:25,490,1.0, 4367
"Akasa Air, Go First",11/01/2023,Bengaluru,Ahmedabad,07:00,18:25,685,1.0, 4367
"IndiGo, Go First",11/01/2023,Bengaluru,Ahmedabad,05:50,18:25,755,1.0, 4367
"Akasa Air, Go First",11/01/2023,Bengaluru,Ahmedabad,05:30,18:25,775,1.0, 4367
"Akasa Air, Go First",11/01/2023,Bengaluru,Ahmedabad,16:35,23:50,435,1.0, 4367
"AirAsia, Go First",11/01/2023,Bengaluru,Ahmedabad,19:20,00:40,320,1.0, 4437
"IndiGo, Go First",11/01/2023,Bengaluru,Ahmedabad,04:30,18:25,835,1.0, 4484
"Akasa Air, Go First",11/01/2023,Bengaluru,Ahmedabad,11:45,18:25,400,1.0, 4637
"IndiGo, Go First",11/01/2023,Bengaluru,Ahmedabad,10:15,18:25,490,1.0, 4802
"IndiGo, Go First",11/01/2023,Bengaluru,Ahmedabad,16:20,23:50,450,1.0, 4839
"AirAsia, Go First",11/01/2023,Bengaluru,Ahmedabad,17:15,23:50,395,1.0, 4944
Go First,11/01/2023,Bengaluru,Ahmedabad,18:50,23:50,300,1.0, 5051
"IndiGo, Go First",11/01/2023,Bengaluru,Ahmedabad,12:20,18:25,365,1.0, 5134
"IndiGo, Go First",11/01/2023,Bengaluru,Ahmedabad,19:25,00:40,315,1.0, 5134
"IndiGo, Go First",11/01/2023,Bengaluru,Ahmedabad,18:00,23:50,350,1.0, 5239
SpiceJet,11/01/2023,Bengaluru,Ahmedabad,10:25,15:45,320,1.0, 5685
Akasa Air,11/01/2023,Bengaluru,Ahmedabad,05:55,08:20,145,0.0, 5695
Akasa Air,11/01/2023,Bengaluru,Ahmedabad,14:35,16:55,140,0.0, 5695
"Air India, Go First",11/01/2023,Bengaluru,Ahmedabad,19:15,00:40,325,1.0, 5772
"Akasa Air, IndiGo",11/01/2023,Bengaluru,Ahmedabad,10:15,17:00,405,1.0, 5868
"Akasa Air, IndiGo",11/01/2023,Bengaluru,Ahmedabad,11:45,17:00,315,1.0, 6138
IndiGo,11/01/2023,Bengaluru,Ahmedabad,12:20,18:05,345,1.0, 6154
"IndiGo, Akasa Air",11/01/2023,Bengaluru,Ahmedabad,10:15,15:25,310,1.0, 6300
"Vistara, Go First",11/01/2023,Bengaluru,Ahmedabad,11:05,18:25,440,1.0, 6570
IndiGo,11/01/2023,Bengaluru,Ahmedabad,01:40,03:45,125,0.0, 6617
IndiGo,11/01/2023,Bengaluru,Ahmedabad,06:10,08:25,135,0.0, 6617
Go First,11/01/2023,Bengaluru,Ahmedabad,06:20,08:45,145,0.0, 6618
IndiGo,11/01/2023,Bengaluru,Ahmedabad,00:30,06:05,335,1.0, 6687
Go First,11/01/2023,Bengaluru,Ahmedabad,15:50,22:40,410,1.0, 7133
"Air India, Akasa Air",11/01/2023,Bengaluru,Ahmedabad,09:15,15:25,370,1.0, 7270
IndiGo,11/01/2023,Bengaluru,Ahmedabad,11:25,17:15,350,1.0, 7527
IndiGo,11/01/2023,Bengaluru,Ahmedabad,05:15,09:30,255,1.0, 7579
IndiGo,11/01/2023,Bengaluru,Ahmedabad,10:30,15:40,310,1.0, 7579
IndiGo,11/01/2023,Bengaluru,Ahmedabad,12:40,18:10,330,1.0, 7579
Go First,11/01/2023,Bengaluru,Ahmedabad,18:30,20:35,125,0.0, 8315
IndiGo,11/01/2023,Bengaluru,Ahmedabad,14:45,19:50,305,1.0, 8504
IndiGo,11/01/2023,Bengaluru,Ahmedabad,21:00,23:20,140,0.0, 11717
IndiGo,11/01/2023,Bengaluru,Ahmedabad,16:40,18:55,135,0.0, 12118
Star Air,11/01/2023,Bengaluru,Tirupati,08:40,11:30,170,1.0, 6612
IndiGo,11/01/2023,Bengaluru,Tirupati,10:45,11:50,65,0.0, 8964
IndiGo,11/01/2023,Bengaluru,Tirupati,09:35,10:55,80,0.0, 4939
Air India,11/01/2023,Bengaluru,Tirupati,07:25,13:55,390,1.0, 9049
Air India,11/01/2023,Bengaluru,Tirupati,21:20,13:55,995,2.0, 9231
Air India,11/01/2023,Bengaluru,Tirupati,19:15,13:55,1120,2.0, 9231
Air India,11/01/2023,Bengaluru,Tirupati,21:00,13:55,1015,2.0, 15528
Air India,11/01/2023,Bengaluru,Tirupati,19:20,13:55,1115,2.0, 16368
Air India,11/01/2023,Bengaluru,Tirupati,21:00,13:55,1015,2.0, 17733
Air India,11/01/2023,Bengaluru,Tirupati,19:20,13:55,1115,2.0, 18573
Air India,11/01/2023,Bengaluru,Tirupati,05:45,13:55,490,2.0, 24768
Go First,11/01/2023,Bengaluru,Mumbai,20:30,22:15,105,0.0, 2178
Akasa Air,11/01/2023,Bengaluru,Mumbai,05:30,07:10,100,0.0, 2468
IndiGo,11/01/2023,Bengaluru,Mumbai,05:50,07:50,120,0.0, 2468
Akasa Air,11/01/2023,Bengaluru,Mumbai,07:00,08:35,95,0.0, 2468
Akasa Air,11/01/2023,Bengaluru,Mumbai,10:15,12:20,125,0.0, 2468
Akasa Air,11/01/2023,Bengaluru,Mumbai,16:35,18:20,105,0.0, 2468
Akasa Air,11/01/2023,Bengaluru,Mumbai,19:45,21:35,110,0.0, 2468
